Task,Item,N,p,pbis,flag_p,flag_pbis
tom,tom_deception_reality_check_1,617,0.864,0.315,FALSE,FALSE
tom,tom_deception_reality_check_2,536,0.534,-0.019,FALSE,TRUE
tom,tom_deception_reality_check_3,543,0.435,-0.059,FALSE,TRUE
tom,tom_deception_reference_1,102,0.765,0.111,FALSE,TRUE
tom,tom_deception_reference_2,102,0.608,0.304,FALSE,FALSE
tom,tom_deception_reference_3,108,0.972,-0.037,TRUE,TRUE
tom,tom_deception_reference_4,108,0.852,0.077,FALSE,TRUE
tom,tom_deception_reference_5,104,0.692,-0.062,FALSE,TRUE
tom,tom_interpretation_emotion_reasoning,83,0.711,0.139,FALSE,TRUE
tom,tom_interpretation_false_belief,491,0.772,0.42,FALSE,FALSE
tom,tom_interpretation_reality_check_1,627,0.847,0.338,FALSE,FALSE
tom,tom_interpretation_reality_check_2,561,0.957,0.184,TRUE,TRUE
tom,tom_moral_reasoning_emotion_reasoning_1,503,0.873,0.275,FALSE,FALSE
tom,tom_moral_reasoning_emotion_reasoning_2,162,0.432,0.111,FALSE,TRUE
tom,tom_moral_reasoning_false_belief_1,548,0.726,0.413,FALSE,FALSE
tom,tom_moral_reasoning_false_belief_2,590,0.7,0.361,FALSE,FALSE
tom,tom_moral_reasoning_false_belief_3,481,0.767,0.36,FALSE,FALSE
tom,tom_moral_reasoning_reality_check_1,465,0.531,0.517,FALSE,FALSE
tom,tom_moral_reasoning_reality_check_2,482,0.813,0.233,FALSE,FALSE
tom,tom_reality_known_false_belief,627,0.617,0.417,FALSE,FALSE
tom,tom_reality_known_reality_check,648,0.903,0.276,TRUE,FALSE
tom,tom_reference_emotion_reasoning_1,227,0.943,0.188,TRUE,TRUE
tom,tom_reference_emotion_reasoning_2,287,0.861,0.332,FALSE,FALSE
tom,tom_reference_reality_check,613,0.772,0.315,FALSE,FALSE
tom,tom_reference_reference,566,0.184,-0.095,TRUE,TRUE
tom,tom_second_order_false_belief_1,617,0.836,0.344,FALSE,FALSE
tom,tom_second_order_false_belief_2,617,0.647,0.509,FALSE,FALSE
tom,tom_second_order_false_belief_3,594,0.68,0.427,FALSE,FALSE
tom,tom_second_order_false_belief_4,484,0.475,0.228,FALSE,FALSE
tom,tom_second_order_false_belief_5,481,0.526,0.333,FALSE,FALSE
tom,tom_second_order_reality_check,555,0.845,0.282,FALSE,FALSE
tom,tom_second_order_reality_check_1,186,0.935,0.181,TRUE,TRUE
tom,tom_second_order_reality_check_2,189,0.989,0.186,TRUE,TRUE
trog,trog_2combo_big_cup,512,0.912,0.207,TRUE,FALSE
trog,trog_2combo_boy_run,522,0.989,0.189,TRUE,TRUE
trog,trog_2combo_dog_sit,519,0.963,0.191,TRUE,TRUE
trog,trog_2combo_red_ball,518,0.985,0.272,TRUE,FALSE
trog,trog_3combo_boy_jump_box,515,0.92,0.238,TRUE,FALSE
trog,trog_3combo_girl_sit_table,518,0.921,0.159,TRUE,TRUE
trog,trog_3combo_man_eat_apple,520,0.977,0.294,TRUE,FALSE
trog,trog_3combo_woman_carry_bag,521,0.921,0.281,TRUE,FALSE
trog,trog_abovebelow_comb_below_spoon,505,0.808,0.217,FALSE,FALSE
trog,trog_abovebelow_pencil_above_flower,526,0.886,0.199,FALSE,TRUE
trog,trog_abovebelow_square_below_star,438,0.842,0.224,FALSE,FALSE
trog,trog_abovebelow_star_above_circle,496,0.925,0.15,TRUE,TRUE
trog,trog_additive_hose_drink_sheep_eat,394,0.924,0.103,TRUE,TRUE
trog,trog_adjective_black,507,0.972,0.242,TRUE,FALSE
trog,trog_adjective_long,515,0.975,0.307,TRUE,FALSE
trog,trog_adjective_red,518,0.952,0.202,TRUE,FALSE
trog,trog_adjective_tall,536,0.942,0.122,TRUE,TRUE
trog,trog_causal_she_trip_rock_drop_book,297,0.869,0.422,FALSE,FALSE
trog,trog_comparative_box_bigger_cup,591,0.949,0.196,TRUE,TRUE
trog,trog_comparative_fork_longer_pencil,546,0.883,0.298,FALSE,FALSE
trog,trog_comparative_horse_taller_wall,573,0.928,0.186,TRUE,TRUE
trog,trog_comparative_shoe_bigger_bird,571,0.883,0.187,FALSE,TRUE
trog,trog_compprepcond_instead_homework_she_do_puzzle,102,0.598,0.318,FALSE,FALSE
trog,trog_conditional_teacher_give_if_stand_line,226,0.845,0.372,FALSE,FALSE
trog,trog_conditional_we_dance_if_music_play,325,0.695,0.302,FALSE,FALSE
trog,trog_conditional_we_picnic_if_park_sunny,409,0.9,0.138,FALSE,TRUE
trog,trog_conjcoord_kid_clean_but_forget,130,0.831,0.564,FALSE,FALSE
trog,trog_conjcoord_monkey_eat_nor_swing,127,0.866,0.273,FALSE,FALSE
trog,trog_conjcoord_say_sunny_however_rain,125,0.032,-0.2,TRUE,TRUE
trog,trog_depclause_she_gardener_wear_hat_flower,402,0.806,0.058,FALSE,TRUE
trog,trog_disjunctive_although_hot_i_wear,275,0.862,0.455,FALSE,FALSE
trog,trog_disjunctive_despite_noise_she_focus,146,0.315,0.176,FALSE,TRUE
trog,trog_disjunctive_he_like_however_choose,331,0.813,0.318,FALSE,FALSE
trog,trog_disjunctive_he_wear_despite_size,256,0.715,0.315,FALSE,FALSE
trog,trog_embedding_book_pencil_on_red,448,0.674,0.221,FALSE,FALSE
trog,trog_embedding_boy_dog_chase_big,424,0.2,0.198,FALSE,TRUE
trog,trog_embedding_cat_cow_chase_black,468,0.282,-0.108,FALSE,TRUE
trog,trog_embedding_circle_star_in_red,459,0.647,0.148,FALSE,TRUE
trog,trog_gerund_bump_table_case_book_fall,310,0.813,0.256,FALSE,FALSE
trog,trog_inon_circle_in_star,562,0.778,0.172,FALSE,TRUE
trog,trog_inon_cup_in_box,495,0.881,0.218,FALSE,FALSE
trog,trog_inon_fork_on_shoe,560,0.902,0.159,TRUE,TRUE
trog,trog_inon_pencil_on_box,568,0.919,0.175,TRUE,TRUE
trog,trog_negative_boy_not_run,524,0.91,0.132,TRUE,TRUE
trog,trog_negative_dog_not_drink,516,0.93,0.254,TRUE,FALSE
trog,trog_negative_dog_not_sit,521,0.946,0.191,TRUE,TRUE
trog,trog_negative_girl_not_jump,519,0.963,0.228,TRUE,FALSE
trog,trog_neither_boy_hat_nor_shoe,489,0.863,0.101,FALSE,TRUE
trog,trog_neither_boy_nor_horse_run,492,0.892,0.122,FALSE,TRUE
trog,trog_neither_dog_nor_ball_brown,483,0.82,0.277,FALSE,FALSE
trog,trog_neither_pencil_long_nor_red,399,0.742,0.439,FALSE,FALSE
trog,trog_notonly_box_notonly_big_blue,528,0.934,0.19,TRUE,TRUE
trog,trog_notonly_girl_notonly_food_drink,526,0.949,0.095,TRUE,TRUE
trog,trog_notonly_notonly_bird_flower_blue,516,0.899,0.195,FALSE,TRUE
trog,trog_notonly_notonly_girl_cat_sit,492,0.911,0.177,TRUE,TRUE
trog,trog_noun_apple,312,0.984,0.196,TRUE,TRUE
trog,trog_noun_bird,307,0.964,0.278,TRUE,FALSE
trog,trog_noun_comb,304,0.941,0.32,TRUE,FALSE
trog,trog_noun_shoe,307,0.948,0.35,TRUE,FALSE
trog,trog_pluralmorph_boy_stand_chairs,582,0.82,0.118,FALSE,TRUE
trog,trog_pluralmorph_boys_pick_apples,573,0.888,0.164,FALSE,TRUE
trog,trog_pluralmorph_cats_look_ball,548,0.889,0.248,FALSE,FALSE
trog,trog_pluralmorph_girl_drop_cups,570,0.9,0.155,FALSE,TRUE
trog,trog_pluralpronoun_cow_look_them,549,0.88,0.292,FALSE,FALSE
trog,trog_pluralpronoun_elephant_carry_them,541,0.945,0.285,TRUE,FALSE
trog,trog_pluralpronoun_they_jump_wall,525,0.857,0.354,FALSE,FALSE
trog,trog_pluralpronoun_they_sit_table,514,0.928,0.347,TRUE,FALSE
trog,trog_postmod_boy_chasing_horse_tall,438,0.852,0.337,FALSE,FALSE
trog,trog_postmod_circle_in_star_yellow,518,0.734,0.171,FALSE,TRUE
trog,trog_postmod_cow_chasing_cat_brown,503,0.748,0.285,FALSE,FALSE
trog,trog_postmod_duck_following_turtle_walking,231,0.481,0.242,FALSE,FALSE
trog,trog_postmod_pencil_on_shoe_blue,547,0.885,0.065,FALSE,TRUE
trog,trog_preploc_car_truck_follow_drive,84,0.548,0.409,FALSE,FALSE
trog,trog_preploc_fish_swim_beneath_whale,105,0.41,0.195,FALSE,TRUE
trog,trog_preploc_plane_gray_above_cloud,124,0.798,0.4,FALSE,FALSE
trog,trog_prepphrase_he_find_under_couch,335,0.725,0.11,FALSE,TRUE
trog,trog_relclause_dog_chase_horse_that_brown,417,0.791,0.383,FALSE,FALSE
trog,trog_relclause_girl_chase_dog_that_big,472,0.915,0.211,TRUE,FALSE
trog,trog_relclause_pencil_on_book_that_yellow,449,0.84,0.312,FALSE,FALSE
trog,trog_relclause_person_chase_dog_that_big,137,0.891,0.396,FALSE,FALSE
trog,trog_relclause_square_in_star_that_blue,489,0.689,0.238,FALSE,FALSE
trog,trog_revactive_boy_chase_sheep,511,0.951,0.229,TRUE,FALSE
trog,trog_revactive_cow_push_lady,490,0.959,0.316,TRUE,FALSE
trog,trog_revactive_girl_push_horse,513,0.942,0.229,TRUE,FALSE
trog,trog_revactive_man_chase_dog,513,0.945,0.254,TRUE,FALSE
trog,trog_revpassive_cow_pushed_man,490,0.814,0.385,FALSE,FALSE
trog,trog_revpassive_elephant_pushed_boy,470,0.772,0.363,FALSE,FALSE
trog,trog_revpassive_girl_chased_horse,541,0.884,0.283,FALSE,FALSE
trog,trog_revpassive_horse_chased_man,511,0.802,0.347,FALSE,FALSE
trog,trog_revpassrelclause_girl_wearing_backpack_shown_flower,103,0.65,0.532,FALSE,FALSE
trog,trog_temporal_student_open_notebook_draw_tree,394,0.871,0.183,FALSE,TRUE
trog,trog_verb_eating,515,0.959,0.404,TRUE,FALSE
trog,trog_verb_picking,519,0.923,0.307,TRUE,FALSE
trog,trog_verb_running,511,0.932,0.361,TRUE,FALSE
trog,trog_verb_sitting,512,0.953,0.483,TRUE,FALSE
trog,trog_xnoty_box_not_chair_red,500,0.896,0.183,FALSE,TRUE
trog,trog_xnoty_boy_sit_not_eat,515,0.959,0.072,TRUE,TRUE
trog,trog_xnoty_cat_big_not_black,522,0.927,0.089,TRUE,TRUE
trog,trog_xnoty_horse_not_boy_stand,401,0.748,0.121,FALSE,TRUE
vocab,vocab_word_acorn,403,0.916,0.262,TRUE,FALSE
vocab,vocab_word_aesthete,168,0.387,0.396,FALSE,FALSE
vocab,vocab_word_aloe,385,0.605,0.27,FALSE,FALSE
vocab,vocab_word_ant,307,0.98,0.193,TRUE,TRUE
vocab,vocab_word_antenna,460,0.88,0.345,FALSE,FALSE
vocab,vocab_word_applaud,223,0.951,0.248,TRUE,FALSE
vocab,vocab_word_arbor,168,0.768,0.162,FALSE,TRUE
vocab,vocab_word_arcade,277,0.516,0.21,FALSE,FALSE
vocab,vocab_word_arrow,392,0.727,0.236,FALSE,FALSE
vocab,vocab_word_artichoke,437,0.732,0.273,FALSE,FALSE
vocab,vocab_word_artifact,344,0.709,0.183,FALSE,TRUE
vocab,vocab_word_aversion,257,0.65,0.213,FALSE,FALSE
vocab,vocab_word_awning,224,0.795,0.232,FALSE,FALSE
vocab,vocab_word_ball,338,0.947,0.2,TRUE,FALSE
vocab,vocab_word_bamboo,384,0.948,0.34,TRUE,FALSE
vocab,vocab_word_bandage,98,0.837,0.21,FALSE,FALSE
vocab,vocab_word_barrel,435,0.878,0.343,FALSE,FALSE
vocab,vocab_word_baywindow,272,0.643,0.162,FALSE,TRUE
vocab,vocab_word_bear,342,0.98,0.192,TRUE,TRUE
vocab,vocab_word_beret,335,0.552,0.183,FALSE,TRUE
vocab,vocab_word_blender,382,0.955,0.225,TRUE,FALSE
vocab,vocab_word_blower,433,0.924,0.182,TRUE,TRUE
vocab,vocab_word_bouquet,480,0.929,0.248,TRUE,FALSE
vocab,vocab_word_buffet,371,0.792,0.439,FALSE,FALSE
vocab,vocab_word_bulldozer,455,0.864,0.227,FALSE,FALSE
vocab,vocab_word_cake,380,0.961,0.204,TRUE,FALSE
vocab,vocab_word_calendar,322,0.888,0.401,FALSE,FALSE
vocab,vocab_word_camp,259,0.857,-0.023,FALSE,TRUE
vocab,vocab_word_caramel,449,0.831,0.332,FALSE,FALSE
vocab,vocab_word_carousel,477,0.719,0.333,FALSE,FALSE
vocab,vocab_word_carrot,408,0.973,0.232,TRUE,FALSE
vocab,vocab_word_cassette,456,0.822,0.398,FALSE,FALSE
vocab,vocab_word_chat,154,0.883,0.407,FALSE,FALSE
vocab,vocab_word_cheese,449,0.682,0.288,FALSE,FALSE
vocab,vocab_word_claw,309,0.094,-0.081,TRUE,TRUE
vocab,vocab_word_cloak,459,0.503,0.339,FALSE,FALSE
vocab,vocab_word_clothespin,432,0.914,0.382,TRUE,FALSE
vocab,vocab_word_coaster,423,0.811,0.308,FALSE,FALSE
vocab,vocab_word_colony,99,0.495,0.416,FALSE,FALSE
vocab,vocab_word_concentric,271,0.712,0.133,FALSE,TRUE
vocab,vocab_word_confectionery,202,0.772,0.323,FALSE,FALSE
vocab,vocab_word_cork,438,0.84,0.343,FALSE,FALSE
vocab,vocab_word_cormorant,328,0.625,0.151,FALSE,TRUE
vocab,vocab_word_cornbread,429,0.825,0.231,FALSE,FALSE
vocab,vocab_word_corset,414,0.57,0.236,FALSE,FALSE
vocab,vocab_word_couturier,264,0.883,0.231,FALSE,FALSE
vocab,vocab_word_degression,244,0.328,-0.08,FALSE,TRUE
vocab,vocab_word_delivering,346,0.864,0.308,FALSE,FALSE
vocab,vocab_word_dentist,328,0.863,0.349,FALSE,FALSE
vocab,vocab_word_diamond,344,0.77,0.261,FALSE,FALSE
vocab,vocab_word_divan,185,0.108,0.03,TRUE,TRUE
vocab,vocab_word_dredging,152,0.099,-0.038,TRUE,TRUE
vocab,vocab_word_dressing,379,0.631,0.325,FALSE,FALSE
vocab,vocab_word_dripping,348,0.73,0.234,FALSE,FALSE
vocab,vocab_word_dumpling,407,0.634,0.457,FALSE,FALSE
vocab,vocab_word_ecstatic,267,0.195,-0.228,TRUE,TRUE
vocab,vocab_word_elbow,429,0.9,0.288,FALSE,FALSE
vocab,vocab_word_envelope,363,0.876,0.226,FALSE,FALSE
vocab,vocab_word_facade,213,0.582,0.105,FALSE,TRUE
vocab,vocab_word_fan,390,0.967,0.248,TRUE,FALSE
vocab,vocab_word_farm,289,0.848,0.167,FALSE,TRUE
vocab,vocab_word_fetch,332,0.786,0.172,FALSE,TRUE
vocab,vocab_word_foam,414,0.925,0.231,TRUE,FALSE
vocab,vocab_word_footbath,355,0.972,0.143,TRUE,TRUE
vocab,vocab_word_fruitcake,411,0.925,0.241,TRUE,FALSE
vocab,vocab_word_furry,312,0.865,0.081,FALSE,TRUE
vocab,vocab_word_gesticulate,205,0.488,0.222,FALSE,FALSE
vocab,vocab_word_gourmet,246,0.732,0.445,FALSE,FALSE
vocab,vocab_word_gutter,427,0.698,0.311,FALSE,FALSE
vocab,vocab_word_habit,169,0.467,0.209,FALSE,FALSE
vocab,vocab_word_hamster,387,0.938,0.237,TRUE,FALSE
vocab,vocab_word_hedgehog,354,0.983,0.16,TRUE,TRUE
vocab,vocab_word_hoe,413,0.731,0.289,FALSE,FALSE
vocab,vocab_word_hopscotch,349,0.673,0.243,FALSE,FALSE
vocab,vocab_word_intersection,272,0.743,0.162,FALSE,TRUE
vocab,vocab_word_irrigation,210,0.724,0.154,FALSE,TRUE
vocab,vocab_word_juggling,293,0.959,0.21,TRUE,FALSE
vocab,vocab_word_kazoo,233,0.429,-0.062,FALSE,TRUE
vocab,vocab_word_kimono,410,0.534,0.333,FALSE,FALSE
vocab,vocab_word_knight,272,0.868,0.478,FALSE,FALSE
vocab,vocab_word_latch,429,0.704,0.291,FALSE,FALSE
vocab,vocab_word_locker,385,0.932,0.312,TRUE,FALSE
vocab,vocab_word_lollipop,371,0.946,0.278,TRUE,FALSE
vocab,vocab_word_mammalogy,169,0.704,0.127,FALSE,TRUE
vocab,vocab_word_map,389,0.933,0.33,TRUE,FALSE
vocab,vocab_word_marshmallow,352,0.966,0.223,TRUE,FALSE
vocab,vocab_word_metronome,191,0.508,0.186,FALSE,TRUE
vocab,vocab_word_mischievous,186,0.608,0.039,FALSE,TRUE
vocab,vocab_word_net,351,0.949,0.344,TRUE,FALSE
vocab,vocab_word_oil,344,0.948,0.347,TRUE,FALSE
vocab,vocab_word_omelet,393,0.697,0.32,FALSE,FALSE
vocab,vocab_word_paleontologist,230,0.683,0.035,FALSE,TRUE
vocab,vocab_word_panda,314,0.898,0.179,FALSE,TRUE
vocab,vocab_word_peeking,318,0.846,0.342,FALSE,FALSE
vocab,vocab_word_percussion,169,0.456,0.07,FALSE,TRUE
vocab,vocab_word_picking,330,0.888,0.367,FALSE,FALSE
vocab,vocab_word_pie,347,0.885,0.211,FALSE,FALSE
vocab,vocab_word_pistachio,412,0.748,0.333,FALSE,FALSE
vocab,vocab_word_pitcher,400,0.845,0.232,FALSE,FALSE
vocab,vocab_word_posterior,163,0.761,0.166,FALSE,TRUE
vocab,vocab_word_potato,345,0.968,0.245,TRUE,FALSE
vocab,vocab_word_precarious,170,0.312,-0.029,FALSE,TRUE
vocab,vocab_word_preserve,233,0.794,0.314,FALSE,FALSE
vocab,vocab_word_prism,422,0.694,0.261,FALSE,FALSE
vocab,vocab_word_puddle,383,0.93,0.335,TRUE,FALSE
vocab,vocab_word_pump,425,0.946,0.243,TRUE,FALSE
vocab,vocab_word_resuscitation,188,0.883,0.241,FALSE,FALSE
vocab,vocab_word_rice,340,0.982,0.205,TRUE,FALSE
vocab,vocab_word_rickety,262,0.725,0.34,FALSE,FALSE
vocab,vocab_word_roof,337,0.944,0.274,TRUE,FALSE
vocab,vocab_word_rosette,195,0.503,-0.032,FALSE,TRUE
vocab,vocab_word_rubberband,275,0.935,0.384,TRUE,FALSE
vocab,vocab_word_ruler,286,0.941,0.271,TRUE,FALSE
vocab,vocab_word_saddle,404,0.943,0.325,TRUE,FALSE
vocab,vocab_word_saffron,158,0.62,0.136,FALSE,TRUE
vocab,vocab_word_sandbag,418,0.923,0.273,TRUE,FALSE
vocab,vocab_word_scaffolding,428,0.727,0.161,FALSE,TRUE
vocab,vocab_word_scoop,440,0.927,0.23,TRUE,FALSE
vocab,vocab_word_seagull,388,0.897,0.25,FALSE,FALSE
vocab,vocab_word_sedentary,161,0.888,0.268,FALSE,FALSE
vocab,vocab_word_ship,326,0.779,0.188,FALSE,TRUE
vocab,vocab_word_shower,369,0.962,0.205,TRUE,FALSE
vocab,vocab_word_silverware,378,0.794,0.239,FALSE,FALSE
vocab,vocab_word_sink,321,0.91,0.253,TRUE,FALSE
vocab,vocab_word_ski,370,0.838,0.379,FALSE,FALSE
vocab,vocab_word_skimmer,149,0.443,0.15,FALSE,TRUE
vocab,vocab_word_slope,258,0.516,0.015,FALSE,TRUE
vocab,vocab_word_sloth,382,0.942,0.354,TRUE,FALSE
vocab,vocab_word_snail,395,0.97,0.24,TRUE,FALSE
vocab,vocab_word_sorbet,389,0.512,0.238,FALSE,FALSE
vocab,vocab_word_spatula,410,0.822,0.253,FALSE,FALSE
vocab,vocab_word_sprinkler,379,0.786,0.371,FALSE,FALSE
vocab,vocab_word_squash,331,0.097,-0.021,TRUE,TRUE
vocab,vocab_word_squirrel,332,0.982,0.107,TRUE,TRUE
vocab,vocab_word_steam,182,0.835,0.178,FALSE,TRUE
vocab,vocab_word_stew,408,0.824,0.218,FALSE,FALSE
vocab,vocab_word_stretcher,48,0.229,-0.152,FALSE,TRUE
vocab,vocab_word_stump,416,0.671,0.247,FALSE,FALSE
vocab,vocab_word_suede,60,0.667,0.504,FALSE,FALSE
vocab,vocab_word_sunflower,362,0.948,0.322,TRUE,FALSE
vocab,vocab_word_swordfish,414,0.589,0.148,FALSE,TRUE
vocab,vocab_word_tapestry,409,0.579,0.282,FALSE,FALSE
vocab,vocab_word_teabag,322,0.86,0.255,FALSE,FALSE
vocab,vocab_word_telescope,355,0.918,0.26,TRUE,FALSE
vocab,vocab_word_thermos,413,0.903,0.224,TRUE,FALSE
vocab,vocab_word_timid,266,0.808,0.102,FALSE,TRUE
vocab,vocab_word_tourniquet,4,0.5,NA,FALSE,FALSE
vocab,vocab_word_treasure,357,0.877,0.287,FALSE,FALSE
vocab,vocab_word_triad,137,0.511,0.134,FALSE,TRUE
vocab,vocab_word_trumpet,318,0.972,0.202,TRUE,FALSE
vocab,vocab_word_tulip,415,0.675,0.218,FALSE,FALSE
vocab,vocab_word_tumble,332,0.877,0.29,FALSE,FALSE
vocab,vocab_word_tunnel,282,0.943,0.258,TRUE,FALSE
vocab,vocab_word_turbine,386,0.746,0.178,FALSE,TRUE
vocab,vocab_word_turkey,335,0.899,0.349,FALSE,FALSE
vocab,vocab_word_turnstile,54,0.556,0.644,FALSE,FALSE
vocab,vocab_word_turtle,309,0.968,0.106,TRUE,TRUE
vocab,vocab_word_typewriter,306,0.807,0.384,FALSE,FALSE
vocab,vocab_word_uniform,371,0.706,0.077,FALSE,TRUE
vocab,vocab_word_urban,161,0.894,0.291,FALSE,FALSE
vocab,vocab_word_vertebra,145,0.641,-0.035,FALSE,TRUE
vocab,vocab_word_watermelon,310,0.981,0.268,TRUE,FALSE
vocab,vocab_word_waterwheel,307,0.831,0.312,FALSE,FALSE
vocab,vocab_word_wetland,306,0.735,0.156,FALSE,TRUE
